state,district_id,district
36,3605940,Burnt Hills-Ballston Lake Central School District
36,3611730,Galway Central School District
36,3611190,Fonda-Fultonville Central School District
36,3608160,Connetquot Central School District
36,3609660,East Hampton Union Free School District
36,3613980,Hauppauge Union Free School District
36,3619200,Middle Country Central School District
36,3619230,Longwood Central School District
36,3620040,Mount Sinai Union Free School District
36,3622470,Patchogue-Medford Union Free School District
36,3624690,Riverhead Central School District
36,3625350,Sachem Central School District
36,3627060,Smithtown Central School District
36,3627620,Southold Union Free School District
36,3628200,Three Village Central School District
36,3618240,Mamaroneck Union Free School District
36,3620010,Mount Morris Central School District
36,3608790,Dansville Central School District
36,3631950,York Central School District
36,3622770,Perry Central School District
36,3603420,Attica Central School District
36,3615360,Iroquois Central School District
36,3607590,Clarence Central School District
36,3612990,Springville-Griffith Institute Central School
36,3616560,Evans-Brant Central School District (Lake Shore)
36,3628500,Sweet Home Central School District
36,3631470,Williamsville Central School District
36,3625950,Scarsdale Union Free School District
36,3624930,Romulus Central School District
36,3629940,Warsaw Central School District
36,3611100,Fishers Island Union Free School District
36,3600008,South Country Central School District
36,3605310,Brewster Central School District
36,3611860,Garrison Union Free School District
36,3600021,Mattituck-Cutchogue Union Free School District
36,3602880,Amagansett Union Free School District
36,3608850,DeRuyter Central School District
36,3618450,Marathon Central School District
36,3618840,McGraw Central School District
36,3631380,Whitney Point Central School District
36,3621330,Norwich City School District
36,3607170,Chazy Union Free School District
36,3621260,Northern Adirondack Central School District
36,3625740,Saranac Lake Central School District
36,3603720,Babylon Union Free School District
36,3604080,Bay Shore Union Free School District
36,3604110,Bayport-Blue Point Union Free School District
36,3600009,Saranac Central School District
36,3616170,AuSable Valley Central School District
36,3627750,Spencer-Van Etten Central School District
36,3608400,Corning City School District
36,3602940,Amityville Union Free School District
36,3622650,Peekskill City School District
36,3613740,Harrison Central School District
36,3612630,Greece Central School District
36,3625170,Rush-Henrietta Central School District
36,3607530,Churchville-Chili Central School District
36,3623160,Pittsford Central School District
36,3630360,Webster Central School District
36,3630330,Wayne Central School District
36,3617970,Lyndonville Central School District
36,3603840,Baldwin Union Free School District
36,3604740,Bethpage Union Free School District
36,3608010,Cold Spring Harbor Central School District
36,3602430,Akron Central School District
36,3602550,Alden Central School District
36,3607230,Cheektowaga Central School District
36,3611670,Frontier Central School District
36,3612390,Gowanda Central School District
36,3613350,Hamburg Central School District
36,3614550,Holland Central School District
36,3609960,East Rockaway Union Free School District
36,3610050,East Williston Union Free School District
36,3610980,Farmingdale Union Free School District
36,3616680,Lancaster Central School District
36,3630780,West Seneca Central School District
36,3611550,Freeport Union Free School District
36,3621270,Northport-East Northport Union Free School District
36,3600010,Cobleskill-Richmondville Central School District
36,3604650,Berne-Knox-Westerlo Central School District
36,3609360,Duanesburg Central School District
36,3626580,Sharon Springs Central School District
36,3628020,Stamford Central School District
36,3609720,East Islip Union Free School District
36,3621540,Fire Island Union Free School District
36,3627300,South Huntington Union Free School District
36,3619530,Minerva Central School District
36,3623970,Putnam Central School District
36,3626130,Schroon Lake Central School District
36,3631500,Willsboro Central School District
36,3627900,Springs Union Free School District
36,3629070,Tuckahoe Common School District
36,3621930,Oysterponds Union Free School District
36,3623490,Port Jefferson Union Free School District
36,3624060,Quogue Union Free School District
36,3622560,Pearl River Union Free School District
36,3628320,Suffern Central School District
36,3624840,Rocky Point Union Free School District
36,3603870,Baldwinsville Central School District
36,3609090,Jamesville-DeWitt Central School District
36,3618480,Marcellus Central School District
36,3621810,Onondaga Central School District
36,3612750,Greene Central School District
36,3604800,Binghamton Common School District
36,3602730,Windsor Central School District
36,3607260,Chenango Forks Central School District
36,3615900,Johnson City Central School District
36,3611760,Garden City Union Free School District
36,3624750,Rochester City School District
36,3620820,Niagara Falls City School District
36,3628590,Syracuse City School District
36,3629370,Utica City School District
36,3626010,Schenectady City School District
36,3629760,Wainscott Common School District
36,3630540,West Babylon Union Free School District
36,3630690,West Islip Union Free School District
36,3612240,Glens Falls City School District
36,3631920,Yonkers City School District
36,3606060,Byram Hills Central School District
36,3615870,Johnsburg Central School District
36,3629910,Warrensburg Central School District
36,3631020,Westhampton Beach Union Free School District
36,3631800,Wyandanch Union Free School District
36,3625380,Sag Harbor Union Free School District
36,3625410,Sagaponack Common School District
36,3625920,Sayville Union Free School District
36,3626640,Shelter Island Union Free School District
36,3607980,Cohoes City School District
36,3602460,Albany City School District
36,3623280,Plattsburgh City School District
36,3612660,Green Island Union Free School District
36,3623760,Poughkeepsie City School District
36,3605850,Buffalo City School District
36,3630060,Waterford-Halfmoon Union Free School District
36,3625770,Saratoga Springs City School District
36,3616440,Lackawanna City School District
36,3603180,Ardsley Union Free School District
36,3605640,Bronxville Union Free School District
36,3601107,Oppenheim-Ephratah-St. Johnsville Central School District
36,3601087,Central Valley Central School District
36,3621250,Northeastern Clinton Central School District
36,3613380,Hamilton Central School District
36,3613020,Groton Central School District
36,3608610,Crown Point Central School District
36,3619830,Moriah Central School District
36,3619920,Morrisville-Eaton Central School District
36,3608580,Croton-Harmon Union Free School District
36,3609120,Dobbs Ferry Union Free School District
36,3610200,Edgemont Union Free School District
36,3610650,Elmsford Union Free School District
36,3615450,Irvington Union Free School District
36,3622500,Pavilion Central School District
36,3631860,Wyoming Central School District
36,3600014,Waterloo Central School District
36,3627570,Southern Cayuga Central School District
36,3603480,Auburn City School District
36,3630420,Weedsport Central School District
36,3616290,Kingston City School District
36,3622140,South Seneca Central School District
36,3626430,Seneca Falls Central School District
36,3605460,Brighton Central School District
36,3609930,East Rochester Union Free School District
36,3614460,Hilton Central School District
36,3614610,Holley Central School District
36,3610260,Edmeston Central School District
36,3600019,Unadilla Valley Central School District
36,3616800,Laurens Central School District
36,3615630,Jamestown City School District
36,3606660,Cassadaga Valley Central School District
36,3627660,Southwestern Central School District at Jamestown
36,3609420,Dunkirk City School District
36,3604530,Bemus Point Central School District
36,3626880,Silver Creek Central School District
